THE PATH -- plan handplan, run 0, 786 landings
   372  SUNKEN TEMPLE      21  SUNKEN TEMPLE     colonnade  -        123  126.0   3.0   ( -11, 125, -34)   chiselled   /full   hop      3.14  +0.0  168.64
   373  SUNKEN TEMPLE      21  SUNKEN TEMPLE     colonnade  -        123  126.0   3.0   (  -9, 125, -35)   sandstone   /full   walk     1.48  +0.0  168.90
   374  SUNKEN TEMPLE      21  SUNKEN TEMPLE     colonnade  -        123  126.0   3.0   (  -6, 125, -36)   prismarine  /full   hop      3.42  +0.0  169.38
   375  SUNKEN TEMPLE      21  SUNKEN TEMPLE     colonnade  -        123  126.0   3.0   (  -3, 125, -36)   chiselled   /full   hop      2.88  +0.0  169.79
   376  SUNKEN TEMPLE      21  SUNKEN TEMPLE     colonnade  -        123  126.0   3.0   (   0, 125, -36)   sandstone   /full   walk     2.32  +0.0  170.20
   377  SUNKEN TEMPLE      21  SUNKEN TEMPLE     colonnade  -        123  126.0   3.0   (   3, 125, -37)   prismarine  /full   hop      3.37  +0.0  170.67
   378  SUNKEN TEMPLE      21  SUNKEN TEMPLE     colonnade  -        123  126.0   3.0   (   6, 125, -37)   chiselled   /full   hop      2.88  +0.0  171.08
   379  SUNKEN TEMPLE      21  SUNKEN TEMPLE     ascent     design   123  126.0   3.0   (   9, 125, -36)   chiselled   /full   hop      3.04  +0.0  171.51
   380  SUNKEN TEMPLE      21  SUNKEN TEMPLE     ascent     stair    123  127.0   4.0   (  12, 126, -35)   gold        /full   hop      3.04  +1.0  171.94
   381  SUNKEN TEMPLE      21  SUNKEN TEMPLE     ascent     stair    123  128.0   5.0   (  15, 127, -34)   chiselled   /full   hop      3.04  +1.0  172.36
   382  THE BALCONIES      22  SUNKEN TEMPLE     ascent     crossi   127  127.0   0.0   (  20, 126, -31)   terra_orange/floor  hop      4.98  -1.0  173.07
   383  THE BALCONIES      22  THE BALCONIES     sill       -        127  128.0   1.0   (  23, 127, -30)   lantern     /full   hop      3.10  +1.0  173.50
   384  THE BALCONIES      22  THE BALCONIES     sill       -        127  129.0   2.0   (  26, 128, -28)   terra_white /full   hop      3.10  +1.0  173.94
   385  THE BALCONIES      22  THE BALCONIES     balconies  -        127  130.0   3.0   (  28, 129, -25)   oak         /full   hop      3.10  +1.0  174.37
   386  THE BALCONIES      22  THE BALCONIES     balconies  -        127  130.0   3.0   (  30, 129, -22)   terra_white /full   hop      3.58  +0.0  174.88
   387  THE BALCONIES      22  THE BALCONIES     landmark   -        127  131.0   4.0   (  32, 130, -19)   terra_white /full   hop      3.10  +1.0  175.32
   388  THE BALCONIES      22  THE BALCONIES     landmark   -        127  132.0   5.0   (  34, 131, -16)   terra_white /full   hop      3.10  +1.0  175.75
   389  THE BALCONIES      22  THE BALCONIES     landmark   -        127  133.0   6.0   (  35, 132, -13)   terra_white /full   hop      3.10  +1.0  176.19
   390  THE BALCONIES      22  THE BALCONIES     landmark   -        127  133.0   6.0   (  36, 132, -10)   terra_white /full   hop      3.04  +0.0  176.62
   391  THE BALCONIES      22  THE BALCONIES     landmark   -        127  133.0   6.0   (  37, 132,  -6)   terra_white /full   hop      4.00  +0.0  177.18
   392  THE BALCONIES      22  THE BALCONIES     seep       -        127  132.0   5.0   (  37, 131,  -3)   terra_white /full   hop      2.88  -1.0  177.59
   393  THE BALCONIES      22  THE BALCONIES     seep       -        127  132.0   5.0   (  37, 131,   0)   terra_orange/full   walk     2.32  +0.0  178.00
   394  THE BALCONIES      22  THE BALCONIES     gallery    -        127  133.0   6.0   (  36, 132,   3)   terra_white /full   hop      3.09  +1.0  178.44
   395  THE BALCONIES      22  THE BALCONIES     gallery    -        127  133.0   6.0   (  36, 132,   6)   oak         /full   walk     2.32  +0.0  178.85
   396  THE BALCONIES      22  THE BALCONIES     ledgerun   -        127  133.0   6.0   (  35, 132,   9)   terra_orange/full   hop      3.37  +0.0  179.32
   397  THE BALCONIES      22  THE BALCONIES     ledgerun   -        127  132.5   5.5   (  34, 132,  12)   terra_white /slab   hop      3.04  -0.5  179.75
   398  THE BALCONIES      22  THE BALCONIES     ledgerun   -        127  133.0   6.0   (  34, 132,  16)   terra_yellow/full   hop      3.78  +0.5  180.28
   399  THE BALCONIES      22  THE BALCONIES     ledgerun   -        127  133.0   6.0   (  31, 132,  18)   terra_orange/full   hop      3.49  +0.0  180.78
   400  THE BALCONIES      22  THE BALCONIES     ledgerun   -        127  133.0   6.0   (  29, 132,  21)   terra_orange/full   hop      3.49  +0.0  181.27
   401  THE BALCONIES      22  THE BALCONIES     ascent     design   127  133.0   6.0   (  27, 132,  23)   terra_orange/full   hop      2.71  +0.0  181.65
   402  THE BALCONIES      22  THE BALCONIES     ascent     design   127  134.0   7.0   (  26, 133,  26)   terra_yellow/full   hop      3.04  +1.0  182.08
   403  THE BALCONIES      22  THE BALCONIES     ascent     approa   127  134.0   7.0   (  24, 133,  28)   terra_white /full   hop      2.71  +0.0  182.46
   404  THE BALCONIES      22  THE BALCONIES     ascent     approa   127  134.0   7.0   (  22, 133,  30)   terra_white /full   hop      2.71  +0.0  182.84
   405  THE BALCONIES      22  THE BALCONIES     ascent     stair    127  135.0   8.0   (  20, 134,  29)   terra_yellow/full   hop      2.12  +1.0  183.14
   406  THE BALCONIES      22  THE BALCONIES     ascent     stair    127  136.0   9.0   (  21, 135,  31)   terra_white /full   hop      2.12  +1.0  183.44
   407  CANOPY WALK        23  THE BALCONIES     ascent     crossi   135  135.0   0.0   (  18, 134,  34)   moss        /floor  hop      4.12  -1.0  184.02
   408  CANOPY WALK        23  CANOPY WALK       sill       -        135  136.0   1.0   (  15, 135,  35)   lantern     /full   hop      3.04  +1.0  184.44
   409  CANOPY WALK        23  CANOPY WALK       sill       -        135  137.0   2.0   (  12, 136,  37)   mossy       /full   hop      3.10  +1.0  184.88
   410  CANOPY WALK        23  CANOPY WALK       boardwalk  -        135  138.0   3.0   (   9, 137,  37)   junglelog   /full   hop      2.96  +1.0  185.30
   411  CANOPY WALK        23  CANOPY WALK       boardwalk  -        135  138.0   3.0   (   7, 137,  38)   oak         /full   walk     1.48  +0.0  185.56
   412  CANOPY WALK        23  CANOPY WALK       boardwalk  -        135  139.0   4.0   (   4, 138,  38)   oak         /full   hop      3.09  +1.0  186.00
   413  CANOPY WALK        23  CANOPY WALK       boardwalk  -        135  137.0   2.0   (  -1, 136,  38)   mushroomred /full   hop      4.88  -2.0  186.68
   414  CANOPY WALK        23  CANOPY WALK       landmark   -        135  137.0   2.0   (  -5, 136,  38)   junglelog   /full   hop      3.88  +0.0  187.23
   415  CANOPY WALK        23  CANOPY WALK       spur       -        135  138.0   3.0   (  -8, 137,  38)   oak         /full   hop      2.88  +1.0  187.64
   416  CANOPY WALK        23  CANOPY WALK       spur       -        135  139.0   4.0   ( -11, 138,  39)   lantern     /full   hop      3.04  +1.0  188.06
   417  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -13, 138,  36)   oak         /full   hop      3.49  +0.0  188.56
   418  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -15, 138,  35)   mossy       /full   walk     1.48  +0.0  188.82
   419  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -18, 138,  34)   junglelog   /full   hop      3.42  +0.0  189.30
   420  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -21, 138,  32)   oak         /full   hop      3.49  +0.0  189.79
   421  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -23, 138,  30)   mossy       /full   walk     1.87  +0.0  190.12
   422  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -26, 138,  28)   junglelog   /full   hop      3.96  +0.0  190.68
   423  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -28, 138,  25)   oak         /full   hop      3.49  +0.0  191.17
   424  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -30, 138,  23)   mossy       /full   walk     1.87  +0.0  191.50
   425  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -32, 138,  20)   junglelog   /full   hop      3.96  +0.0  192.06
   426  CANOPY WALK        23  CANOPY WALK       understory -        135  139.0   4.0   ( -33, 138,  16)   oak         /full   hop      4.00  +0.0  192.63
   427  CANOPY WALK        23  CANOPY WALK       ascent     design   135  139.0   4.0   ( -34, 138,  13)   oak         /full   hop      3.04  +0.0  193.05
   428  CANOPY WALK        23  CANOPY WALK       ascent     design   135  140.0   5.0   ( -35, 139,  10)   junglelog   /full   hop      3.04  +1.0  193.48
   429  CANOPY WALK        23  CANOPY WALK       ascent     design   135  141.0   6.0   ( -36, 140,   7)   oak         /full   hop      3.04  +1.0  193.91
   430  CANOPY WALK        23  CANOPY WALK       ascent     design   135  142.0   7.0   ( -36, 141,   4)   lantern     /full   hop      2.88  +1.0  194.32
   431  THE CISTERN        24  CANOPY WALK       ascent     crossi   141  141.0   0.0   ( -36, 140,  -1)   dripstone   /floor  hop      4.88  -1.0  195.00
   432  THE CISTERN        24  THE CISTERN       coping     -        141  142.0   1.0   ( -36, 141,  -4)   lantern     /full   hop      2.88  +1.0  195.41
   433  THE CISTERN        24  THE CISTERN       coping     -        141  143.0   2.0   ( -35, 142,  -7)   calcite     /full   hop      3.04  +1.0  195.84
   434  THE CISTERN        24  THE CISTERN       tank       -        141  144.0   3.0   ( -34, 143, -10)   calcite     /full   hop      3.04  +1.0  196.27
   435  THE CISTERN        24  THE CISTERN       tank       -        141  145.0   4.0   ( -33, 144, -13)   calcite     /full   hop      3.04  +1.0  196.70
   436  THE CISTERN        24  THE CISTERN       tank       -        141  143.0   2.0   ( -32, 142, -17)   slime       /full   hop      4.00  -2.0  197.26
   437  THE CISTERN        24  THE CISTERN       tank       -        141  145.0   4.0   ( -31, 144, -20)   amethyst    /full   bounce   2.45  +2.0  197.76
   438  THE CISTERN        24  THE CISTERN       geode      -        141  144.0   3.0   ( -29, 143, -23)   amethyst    /full   hop      3.83  -1.0  198.30
   439  THE CISTERN        24  THE CISTERN       geode      -        141  144.0   3.0   ( -27, 143, -25)   amethyst    /full   walk     1.87  +0.0  198.63
   440  THE CISTERN        24  THE CISTERN       geode      -        141  145.0   4.0   ( -24, 144, -27)   calcite     /full   hop      3.10  +1.0  199.07
   441  THE CISTERN        24  THE CISTERN       drip       -        141  145.0   4.0   ( -22, 144, -29)   calcite     /full   hop      2.81  +0.0  199.46
   442  THE CISTERN        24  THE CISTERN       drip       -        141  145.0   4.0   ( -20, 144, -31)   dripstone   /full   walk     1.87  +0.0  199.79
   443  THE CISTERN        24  THE CISTERN       drip       -        141  145.0   4.0   ( -17, 144, -32)   amethyst    /full   hop      3.48  +0.0  200.28
   444  THE CISTERN        24  THE CISTERN       drip       -        141  145.0   4.0   ( -13, 144, -33)   dripstone   /full   hop      4.00  +0.0  200.85
   445  THE CISTERN        24  THE CISTERN       drip       -        141  145.0   4.0   ( -10, 144, -34)   calcite     /full   hop      3.04  +0.0  201.28
   446  THE CISTERN        24  THE CISTERN       drip       -        141  145.0   4.0   (  -8, 144, -35)   dripstone   /full   walk     1.48  +0.0  201.54
   447  THE CISTERN        24  THE CISTERN       drip       -        141  145.0   4.0   (  -5, 144, -36)   amethyst    /full   hop      3.42  +0.0  202.02
   448  THE CISTERN        24  THE CISTERN       drip       -        141  145.0   4.0   (  -1, 144, -37)   dripstone   /full   hop      4.00  +0.0  202.58
   449  THE CISTERN        24  THE CISTERN       drip       -        141  145.0   4.0   (   2, 144, -37)   calcite     /full   hop      2.88  +0.0  202.99
   450  THE CISTERN        24  THE CISTERN       ascent     design   141  145.0   4.0   (   5, 144, -36)   calcite     /full   hop      3.04  +0.0  203.42
   451  THE CISTERN        24  THE CISTERN       ascent     design   141  148.0   7.0   (   8, 147, -35)   calcite     /full   bubble   2.45  +3.0  204.11
   452  THE CISTERN        24  THE CISTERN       ascent     approa   141  148.0   7.0   (  11, 147, -34)   dripstone   /full   hop      3.40  +0.0  204.59
   453  THE CISTERN        24  THE CISTERN       ascent     approa   141  148.0   7.0   (  14, 147, -34)   dripstone   /full   hop      2.88  +0.0  205.00
   454  GLACIER SHELF      25  THE CISTERN       ascent     crossi   147  147.0   0.0   (  19, 146, -31)   snow        /floor  hop      4.97  -1.0  205.70
   455  GLACIER SHELF      25  GLACIER SHELF     sill       -        147  148.0   1.0   (  22, 147, -30)   lantern     /full   hop      3.10  +1.0  206.13
   456  GLACIER SHELF      25  GLACIER SHELF     sill       -        147  149.0   2.0   (  25, 148, -28)   frost       /full   hop      3.10  +1.0  206.57
   457  GLACIER SHELF      25  GLACIER SHELF     landmark   -        147  150.0   3.0   (  28, 149, -26)   blueice     /full   hop      3.10  +1.0  207.00
   458  GLACIER SHELF      25  GLACIER SHELF     landmark   -        147  150.0   3.0   (  30, 149, -23)   blueice     /full   hop      3.58  +0.0  207.51
   459  GLACIER SHELF      25  GLACIER SHELF     landmark   -        147  150.0   3.0   (  32, 149, -20)   blueice     /full   hop      3.49  +0.0  208.00
   460  GLACIER SHELF      25  GLACIER SHELF     landmark   -        147  150.0   3.0   (  34, 149, -17)   blueice     /full   hop      3.49  +0.0  208.49
   461  GLACIER SHELF      25  GLACIER SHELF     landmark   -        147  150.0   3.0   (  36, 149, -14)   blueice     /full   hop      3.49  +0.0  208.98
   462  GLACIER SHELF      25  GLACIER SHELF     seracs     -        147  150.0   3.0   (  36, 149, -10)   packedice   /ice    slide    3.88  +0.0  209.37
   463  GLACIER SHELF      25  GLACIER SHELF     seracs     -        147  151.0   4.0   (  37, 150,  -7)   blueice     /ice    slide    3.04  +1.0  209.67
   464  GLACIER SHELF      25  GLACIER SHELF     seracs     -        147  152.0   5.0   (  38, 151,  -4)   packedice   /ice    slide    3.04  +1.0  209.98
   465  GLACIER SHELF      25  GLACIER SHELF     seracs     -        147  149.0   2.0   (  37, 148,   1)   frost       /full   hop      4.98  -3.0  210.68
   466  GLACIER SHELF      25  GLACIER SHELF     meltcave   -        147  149.0   2.0   (  37, 148,   4)   calcite     /full   hop      2.88  +0.0  211.08
   467  GLACIER SHELF      25  GLACIER SHELF     meltcave   -        147  149.0   2.0   (  37, 148,   7)   frost       /full   walk     2.32  +0.0  211.50
   468  GLACIER SHELF      25  GLACIER SHELF     calving    -        147  150.0   3.0   (  37, 149,  11)   blueice     /ice    slide    4.22  +1.0  211.92
   469  GLACIER SHELF      25  GLACIER SHELF     calving    -        147  150.0   3.0   (  36, 149,  15)   packedice   /ice    slide    4.00  +0.0  212.32
   470  GLACIER SHELF      25  GLACIER SHELF     floes      -        147  150.0   3.0   (  34, 149,  18)   packedice   /ice    slide    3.49  +0.0  212.67
   471  GLACIER SHELF      25  GLACIER SHELF     floes      -        147  150.0   3.0   (  32, 149,  21)   packedice   /ice    slide    3.49  +0.0  213.02
   472  GLACIER SHELF      25  GLACIER SHELF     ascent     design   147  150.0   3.0   (  31, 149,  24)   packedice   /full   hop      3.04  +0.0  213.45
   473  GLACIER SHELF      25  GLACIER SHELF     ascent     design   147  151.0   4.0   (  29, 150,  26)   frost       /full   hop      2.71  +1.0  213.83
   474  GLACIER SHELF      25  GLACIER SHELF     ascent     approa   147  151.0   4.0   (  27, 150,  28)   blueice     /full   hop      2.71  +0.0  214.21
   475  GLACIER SHELF      25  GLACIER SHELF     ascent     approa   147  151.0   4.0   (  25, 150,  30)   blueice     /full   hop      2.71  +0.0  214.59
   476  GLACIER SHELF      25  GLACIER SHELF     ascent     approa   147  151.0   4.0   (  23, 150,  32)   blueice     /full   hop      2.71  +0.0  214.97
   477  GLACIER SHELF      25  GLACIER SHELF     ascent     stair    147  152.0   5.0   (  24, 151,  35)   calcite     /full   slide    3.04  +1.0  215.28
   478  THE APIARY         26  GLACIER SHELF     ascent     stair    152  153.0   1.0   (  20, 152,  35)   packedice   /full   slide    3.88  +1.0  215.66
   479  THE APIARY         26  THE APIARY        yardgate   -        152  153.0   1.0   (  16, 152,  34)   lantern     /full   hop      4.00  +0.0  216.23
   480  THE APIARY         26  THE APIARY        yardgate   -        152  154.0   2.0   (  13, 153,  36)   podzol      /full   hop      3.10  +1.0  216.66
   481  THE APIARY         26  THE APIARY        stack      -        152  154.0   2.0   (   9, 153,  35)   honeycomb   /full   hop      4.07  +0.0  217.24
   482  THE APIARY         26  THE APIARY        stack      -        152  155.0   3.0   (   6, 154,  35)   honey       /full   hop      2.88  +1.0  217.64
   483  THE APIARY         26  THE APIARY        stack      -        152  155.0   3.0   (   3, 154,  35)   podzol      /full   walk     2.32  +0.0  218.06
   484  THE APIARY         26  THE APIARY        stack      -        152  156.0   4.0   (   0, 155,  35)   honeycomb   /full   hop      3.10  +1.0  218.49
   485  THE APIARY         26  THE APIARY        landmark   -        152  156.0   4.0   (  -2, 155,  36)   honeycomb   /full   hop      2.12  +0.0  218.79
   486  THE APIARY         26  THE APIARY        landmark   -        152  156.0   4.0   (  -4, 155,  37)   honeycomb   /full   hop      2.12  +0.0  219.09
   487  THE APIARY         26  THE APIARY        landmark   -        152  155.0   3.0   (  -7, 154,  38)   honeycomb   /full   hop      3.04  -1.0  219.52
   488  THE APIARY         26  THE APIARY        landmark   -        152  155.0   3.0   ( -11, 154,  37)   honey       /full   hop      4.00  +0.0  220.08
   489  THE APIARY         26  THE APIARY        landmark   -        152  155.0   3.0   ( -14, 154,  36)   honeycomb   /full   hop      3.04  +0.0  220.51
   490  THE APIARY         26  THE APIARY        trough     -        152  154.0   2.0   ( -17, 153,  32)   grass       /full   hop      4.88  -1.0  221.20
   491  THE APIARY         26  THE APIARY        trough     -        152  154.0   2.0   ( -19, 153,  30)   honeycomb   /full   hop      2.71  +0.0  221.58
   492  THE APIARY         26  THE APIARY        trough     -        152  155.0   3.0   ( -21, 154,  28)   honey       /full   hop      2.71  +1.0  221.96
   493  THE APIARY         26  THE APIARY        meadow     -        152  155.0   3.0   ( -23, 154,  26)   honeycomb   /full   hop      2.71  +0.0  222.34
   494  THE APIARY         26  THE APIARY        meadow     -        152  155.0   3.0   ( -25, 154,  24)   podzol      /full   walk     1.87  +0.0  222.67
   495  THE APIARY         26  THE APIARY        meadow     -        152  155.0   3.0   ( -27, 154,  21)   honey       /full   hop      3.96  +0.0  223.23
   496  THE APIARY         26  THE APIARY        meadow     -        152  155.0   3.0   ( -29, 154,  18)   honeycomb   /full   hop      3.49  +0.0  223.72
   497  THE APIARY         26  THE APIARY        meadow     -        152  155.0   3.0   ( -30, 154,  16)   podzol      /full   walk     1.48  +0.0  223.98
   498  THE APIARY         26  THE APIARY        meadow     -        152  155.0   3.0   ( -31, 154,  13)   honey       /full   hop      3.42  +0.0  224.47
   499  THE APIARY         26  THE APIARY        ascent     design   152  155.0   3.0   ( -33, 154,  11)   honeycomb   /full   hop      2.71  +0.0  224.85
   500  THE APIARY         26  THE APIARY        ascent     stair    152  156.0   4.0   ( -34, 155,   8)   honey       /full   hop      3.04  +1.0  225.28
   501  THE APIARY         26  THE APIARY        ascent     stair    152  157.0   5.0   ( -34, 156,   5)   hay         /full   hop      2.88  +1.0  225.68
   502  THE CRUCIBLE       27  THE APIARY        ascent     crossi   156  156.0   0.0   ( -37, 155,   0)   blackstone  /floor  hop      4.98  -1.0  226.38
   503  THE CRUCIBLE       27  THE CRUCIBLE      landmark   -        156  157.0   1.0   ( -37, 156,  -3)   netherbrick /full   hop      3.08  +1.0  226.82
   504  THE CRUCIBLE       27  THE CRUCIBLE      landmark   -        156  158.0   2.0   ( -37, 157,  -6)   netherbrick /full   hop      2.88  +1.0  227.22
   505  THE CRUCIBLE       27  THE CRUCIBLE      landmark   -        156  158.0   2.0   ( -36, 157, -10)   netherbrick /full   hop      4.00  +0.0  227.79
   506  THE CRUCIBLE       27  THE CRUCIBLE      landmark   -        156  158.0   2.0   ( -36, 157, -13)   netherbrick /full   hop      2.88  +0.0  228.19
   507  THE CRUCIBLE       27  THE CRUCIBLE      landmark   -        156  158.0   2.0   ( -34, 157, -16)   netherbrick /full   hop      3.49  +0.0  228.68
   508  THE CRUCIBLE       27  THE CRUCIBLE      taphole    -        156  157.0   1.0   ( -33, 156, -20)   glowstone   /full   hop      4.00  -1.0  229.25
   509  THE CRUCIBLE       27  THE CRUCIBLE      taphole    -        156  158.0   2.0   ( -30, 157, -22)   blackstone  /full   hop      3.10  +1.0  229.68
   510  THE CRUCIBLE       27  THE CRUCIBLE      taphole    -        156  158.0   2.0   ( -28, 157, -24)   magma       /full   walk     1.87  +0.0  230.02
   511  THE CRUCIBLE       27  THE CRUCIBLE      taphole    -        156  158.0   2.0   ( -26, 157, -26)   netherbrick /full   walk     1.87  +0.0  230.35
   512  THE CRUCIBLE       27  THE CRUCIBLE      taphole    -        156  159.0   3.0   ( -24, 158, -28)   blackstone  /full   hop      3.10  +1.0  230.79
   513  THE CRUCIBLE       27  THE CRUCIBLE      taphole    -        156  160.0   4.0   ( -22, 159, -30)   glowstone   /full   hop      2.71  +1.0  231.17
   514  THE CRUCIBLE       27  THE CRUCIBLE      furnace    -        156  158.0   2.0   ( -18, 157, -33)   netherbrick /full   hop      4.88  -2.0  231.85
   515  THE CRUCIBLE       27  THE CRUCIBLE      furnace    -        156  158.0   2.0   ( -16, 157, -34)   magma       /full   walk     1.48  +0.0  232.12
   516  THE CRUCIBLE       27  THE CRUCIBLE      furnace    -        156  159.0   3.0   ( -13, 158, -35)   blackstone  /full   hop      3.10  +1.0  232.55
   517  THE CRUCIBLE       27  THE CRUCIBLE      furnace    -        156  160.0   4.0   ( -10, 159, -36)   glowstone   /full   hop      3.04  +1.0  232.98
   518  THE CRUCIBLE       27  THE CRUCIBLE      furnace    -        156  158.0   2.0   (  -6, 157, -38)   netherbrick /full   hop      4.35  -2.0  233.59
   519  THE CRUCIBLE       27  THE CRUCIBLE      slagrun    -        156  158.0   2.0   (  -3, 157, -37)   blackstone  /full   hop      3.04  +0.0  234.02
   520  THE CRUCIBLE       27  THE CRUCIBLE      slagrun    -        156  158.0   2.0   (   0, 157, -37)   soulsand    /full   walk     2.32  +0.0  234.44
   521  THE CRUCIBLE       27  THE CRUCIBLE      slagrun    -        156  158.0   2.0   (   3, 157, -36)   blackstone  /full   hop      3.37  +0.0  234.91
   522  THE CRUCIBLE       27  THE CRUCIBLE      ascent     design   156  158.0   2.0   (   6, 157, -36)   netherbrick /full   hop      2.88  +0.0  235.32
   523  THE CRUCIBLE       27  THE CRUCIBLE      ascent     design   156  159.0   3.0   (   9, 158, -36)   magma       /full   hop      2.88  +1.0  235.72
   524  THE CRUCIBLE       27  THE CRUCIBLE      ascent     approa   156  159.0   3.0   (  12, 158, -35)   netherbrick /full   hop      3.04  +0.0  236.15
   525  THE CRUCIBLE       27  THE CRUCIBLE      ascent     approa   156  159.0   3.0   (  15, 158, -34)   netherbrick /full   hop      3.04  +0.0  236.58
   526  THE CRUCIBLE       27  THE CRUCIBLE      ascent     stair    156  160.0   4.0   (  17, 159, -35)   magma       /full   hop      2.12  +1.0  236.88
   527  THE CRUCIBLE       27  THE CRUCIBLE      ascent     stair    156  161.0   5.0   (  18, 160, -37)   magma       /full   hop      2.12  +1.0  237.18
   528  REEF GARDEN        28  THE CRUCIBLE      ascent     stair    161  162.0   1.0   (  20, 161, -34)   magma       /full   hop      3.10  +1.0  237.61
   529  REEF GARDEN        28  REEF GARDEN       tideline   -        161  161.5   0.5   (  21, 161, -29)   sealantern  /slab   hop      4.65  -0.5  238.27
   530  REEF GARDEN        28  REEF GARDEN       tideline   -        161  162.0   1.0   (  23, 161, -27)   sandstone   /full   walk     1.87  +0.5  238.61
   531  REEF GARDEN        28  REEF GARDEN       tideline   -        161  163.0   2.0   (  25, 162, -25)   coral_red   /full   hop      3.10  +1.0  239.05
   532  REEF GARDEN        28  REEF GARDEN       landmark   -        161  164.0   3.0   (  27, 163, -23)   prismarine  /full   hop      2.71  +1.0  239.43
   533  REEF GARDEN        28  REEF GARDEN       landmark   -        161  165.0   4.0   (  29, 164, -21)   prismarine  /full   hop      2.71  +1.0  239.81
   534  REEF GARDEN        28  REEF GARDEN       landmark   -        161  165.0   4.0   (  32, 164, -21)   prismarine  /full   hop      2.88  +0.0  240.22
   535  REEF GARDEN        28  REEF GARDEN       landmark   -        161  165.0   4.0   (  33, 164, -17)   coral_red   /full   hop      4.00  +0.0  240.78
   536  REEF GARDEN        28  REEF GARDEN       landmark   -        161  165.0   4.0   (  35, 164, -14)   prismarine  /full   hop      3.49  +0.0  241.27
   537  REEF GARDEN        28  REEF GARDEN       lagoon     -        161  163.0   2.0   (  35, 162, -10)   prismarine  /full   hop      3.88  -2.0  241.82
   538  REEF GARDEN        28  REEF GARDEN       lagoon     -        161  164.0   3.0   (  36, 163,  -7)   coral_red   /full   hop      3.04  +1.0  242.25
   539  REEF GARDEN        28  REEF GARDEN       lagoon     -        161  165.0   4.0   (  36, 164,  -4)   coral_pink  /full   hop      2.88  +1.0  242.65
   540  REEF GARDEN        28  REEF GARDEN       lagoon     -        161  163.0   2.0   (  37, 162,   1)   moss        /slime  hop      4.98  -2.0  243.35
   541  REEF GARDEN        28  REEF GARDEN       lagoon     -        161  165.0   4.0   (  37, 164,   5)   coral_red   /full   bounce   3.32  +2.0  244.00
   542  REEF GARDEN        28  REEF GARDEN       bars       -        161  163.0   2.0   (  36, 162,   9)   sand        /full   hop      4.33  -2.0  244.61
   543  REEF GARDEN        28  REEF GARDEN       bars       -        161  163.5   2.5   (  35, 163,  11)   sandstone   /slab   walk     1.48  +0.5  244.89
   544  REEF GARDEN        28  REEF GARDEN       bars       -        161  164.5   3.5   (  34, 164,  14)   sand        /slab   hop      3.10  +1.0  245.32
   545  REEF GARDEN        28  REEF GARDEN       bars       -        161  165.0   4.0   (  33, 164,  17)   coral_pink  /full   hop      3.04  +0.5  245.75
   546  REEF GARDEN        28  REEF GARDEN       fans       -        161  165.0   4.0   (  30, 164,  21)   sand        /full   hop      4.26  +0.0  246.35
   547  REEF GARDEN        28  REEF GARDEN       ascent     design   161  165.0   4.0   (  28, 164,  23)   prismarine  /full   hop      3.02  +0.0  246.78
   548  REEF GARDEN        28  REEF GARDEN       ascent     stair    161  166.0   5.0   (  26, 165,  25)   coral_red   /full   hop      2.71  +1.0  247.16
   549  REEF GARDEN        28  REEF GARDEN       ascent     stair    161  167.0   6.0   (  26, 166,  28)   prismarine  /full   hop      2.88  +1.0  247.57
   550  REEF GARDEN        28  REEF GARDEN       ascent     stair    161  168.0   7.0   (  23, 167,  28)   prismarine  /full   hop      2.88  +1.0  247.97
   551  REEF GARDEN        28  REEF GARDEN       ascent     approa   161  168.0   7.0   (  21, 167,  31)   prismarine  /full   hop      3.49  +0.0  248.46
   552  THE SILENCE        29  REEF GARDEN       ascent     crossi   167  167.0   0.0   (  18, 166,  34)   sculk       /floor  hop      4.12  -1.0  249.04
   553  THE SILENCE        29  THE SILENCE       sill       -        167  168.0   1.0   (  15, 167,  36)   lantern     /full   hop      3.10  +1.0  249.48
   554  THE SILENCE        29  THE SILENCE       sill       -        167  169.0   2.0   (  12, 168,  37)   spruce      /full   hop      3.07  +1.0  249.91
   555  THE SILENCE        29  THE SILENCE       landmark   -        167  170.0   3.0   (   9, 169,  38)   blackstone  /full   hop      3.04  +1.0  250.34
   556  THE SILENCE        29  THE SILENCE       landmark   -        167  171.0   4.0   (   6, 170,  39)   blackstone  /full   hop      3.04  +1.0  250.77
   557  THE SILENCE        29  THE SILENCE       landmark   -        167  172.0   5.0   (   3, 171,  39)   blackstone  /full   hop      2.88  +1.0  251.17
   558  THE SILENCE        29  THE SILENCE       landmark   -        167  173.0   6.0   (   0, 172,  39)   blackstone  /full   hop      2.88  +1.0  251.58
